ARGgene	lncRNA	cor	pvalue
BAX	AC109347.2	0.391261474711989	9.57980661138026e-07
BCL2	AC109347.2	0.437044329681898	3.12046312657848e-08
BNIP1	AC109347.2	0.340115734316665	2.49962767857181e-05
CAPN10	AC109347.2	0.462142087930322	3.80712452581409e-09
CAPNS1	AC109347.2	0.316538301460514	9.38431571379007e-05
CASP3	AC109347.2	0.307038717991952	0.000155165621314111
CDKN1B	AC109347.2	0.414856691230683	1.74807152088387e-07
CDKN2A	AC109347.2	0.375690329169808	2.74472099034476e-06
CFLAR	AC109347.2	0.30888912661223	0.000140874063855066
CHMP4B	AC109347.2	0.313274038325139	0.000111757850606284
CLN3	AC109347.2	0.391113119133606	9.67885248882659e-07
CXCR4	AC109347.2	0.346565775140117	1.70760183280411e-05
EIF4G1	AC109347.2	-0.302583951974316	0.000195295198530626
HDAC6	AC109347.2	0.370193848687925	3.92930529406615e-06
HIF1A	AC109347.2	-0.328410057594364	4.88650987382623e-05
HSPA5	AC109347.2	-0.311176670192677	0.000124901995813547
HSPA8	AC109347.2	-0.301474666657235	0.000206690027555472
IKBKE	AC109347.2	0.452313624765871	8.85509532726027e-09
ITGA3	AC109347.2	-0.353312978961692	1.13589535030465e-05
ITGA6	AC109347.2	-0.392390266583221	8.85719752820308e-07
ITGB1	AC109347.2	-0.375666088808875	2.74910707537392e-06
MAP1LC3A	AC109347.2	0.421184709146971	1.08287330208101e-07
MAPK8	AC109347.2	0.314002891975688	0.000107500922864576
MTMR14	AC109347.2	0.340398676390025	2.45862449547986e-05
MYC	AC109347.2	-0.309998373678935	0.000132905225816698
NKX2-3	AC109347.2	0.513960884769073	2.77764075441598e-11
PELP1	AC109347.2	0.316060947132987	9.62837590083807e-05
PRKAB1	AC109347.2	0.417837515378958	1.39675675208738e-07
RAC1	AC109347.2	0.383417606296542	1.63899309163553e-06
TP53	AC109347.2	0.315110866514371	0.000101318785713612
TP73	AC109347.2	0.393725965222929	8.06917701918154e-07
TSC2	AC109347.2	0.366907645395395	4.85423338199473e-06
WDR45	AC109347.2	0.345785282122943	1.78898256448975e-05
ATF4	BX284668.5	0.300939674205767	0.000212403735821184
ATG10	BX284668.5	0.353331165565503	1.1346335084542e-05
ATG4B	BX284668.5	0.491954593906324	2.48305155659719e-10
BID	BX284668.5	0.33456181178145	3.44722425862999e-05
BIRC5	BX284668.5	0.307010023319579	0.000155397517897474
BNIP1	BX284668.5	0.386341223056873	1.34385861635329e-06
CAPN10	BX284668.5	0.376273507682182	2.64118115185094e-06
CDKN1A	BX284668.5	-0.323996699899694	6.24786072791042e-05
CLN3	BX284668.5	0.431945585292394	4.68779689477336e-08
DAPK2	BX284668.5	0.329986206278366	4.47180056982235e-05
EIF4G1	BX284668.5	-0.308294573657069	0.000145326495605801
HGS	BX284668.5	-0.316188192638639	9.56274486567537e-05
PELP1	BX284668.5	0.347739181160399	1.5917943600364e-05
RAC1	BX284668.5	0.30379627665349	0.000183511583133349
RB1	BX284668.5	-0.316770863318164	9.2675180452536e-05
SIRT2	BX284668.5	0.326958388348638	5.30013739229442e-05
TP63	BX284668.5	-0.307906918879897	0.000148299779136912
WDR45	BX284668.5	0.360331392459915	7.35924758070818e-06
ATG10	DCST1-AS1	0.317881939374234	8.72802407857754e-05
ATG16L2	DCST1-AS1	0.573455776326387	3.16606712908856e-14
ATG3	DCST1-AS1	0.419214141651898	1.25835159957553e-07
ATG4B	DCST1-AS1	0.353862204896827	1.09836687696632e-05
ATG4C	DCST1-AS1	0.354527791460017	1.05445705999379e-05
ATG4D	DCST1-AS1	0.423344118570238	9.17535792640948e-08
CAPN10	DCST1-AS1	0.322830307164876	6.6629403056538e-05
CDKN1B	DCST1-AS1	0.53597095615515	2.64003846556961e-12
CDKN2A	DCST1-AS1	0.383158389106358	1.66794565357378e-06
HDAC6	DCST1-AS1	0.356281665083716	9.46559364612434e-06
HSPA5	DCST1-AS1	-0.33156766009179	4.08906723100394e-05
IKBKE	DCST1-AS1	0.329497813719892	4.59663284216612e-05
PEX3	DCST1-AS1	0.301739724650924	0.000203912443917038
PRKAB1	DCST1-AS1	0.304985619620414	0.000172597028418215
RAC1	DCST1-AS1	0.40833768074537	2.83397010209891e-07
RAF1	DCST1-AS1	0.392662470921124	8.69088218044876e-07
RHEB	DCST1-AS1	0.386238764314266	1.3532853557828e-06
TP73	DCST1-AS1	0.360101293411195	7.46594013215849e-06
TSC1	DCST1-AS1	0.357223193253083	8.93030066565407e-06
ULK3	DCST1-AS1	0.503229195734058	8.2426088685311e-11
ATF4	LINC02562	0.357914596000677	8.55557996448206e-06
ATG10	LINC02562	0.524172598693933	9.51948475816422e-12
ATG12	LINC02562	0.402928662463448	4.19907204871088e-07
ATG3	LINC02562	0.364065878367494	5.81701717330861e-06
ATG4C	LINC02562	0.411539459373298	2.23816007040349e-07
ATG5	LINC02562	0.554788024933475	3.07061986164696e-13
BCL2	LINC02562	0.332976922919479	3.77413380453539e-05
BID	LINC02562	0.530878050012278	4.62052773826194e-12
BIRC5	LINC02562	0.46965033703146	1.96169578542608e-09
BNIP1	LINC02562	0.399912653060092	5.21273068623765e-07
BNIP3L	LINC02562	0.351400563232734	1.27624167380192e-05
CASP3	LINC02562	0.612301468117574	1.71563973176341e-16
CD46	LINC02562	0.519190058689347	1.61235964359575e-11
CHMP2B	LINC02562	0.313417441533827	0.00011090805598111
DNAJB9	LINC02562	0.324687527171603	6.01357295937909e-05
GABARAPL2	LINC02562	0.5204702425733	1.40934560908401e-11
HDAC1	LINC02562	0.366896863072728	4.85758285003965e-06
IKBKE	LINC02562	0.353358702493851	1.13272543271842e-05
MAPK3	LINC02562	-0.308389525819735	0.000144606737403469
MAPK8	LINC02562	0.42174323433978	1.03756424654062e-07
NKX2-3	LINC02562	0.322859538799428	6.65222957243374e-05
PARP1	LINC02562	0.315402802123873	9.9746061853352e-05
PINK1	LINC02562	-0.381154613333346	1.90874664666973e-06
RAB33B	LINC02562	0.421200603656436	1.08155810138396e-07
RHEB	LINC02562	0.460498080529894	4.39265912724713e-09
ST13	LINC02562	0.50105221370456	1.02306495092787e-10
ZFYVE1	LINC02562	-0.373903958040295	3.08640001096705e-06
ATG3	AC091271.1	0.337797131150673	2.86072599004985e-05
BID	AC091271.1	0.312661907604442	0.0001154540857428
GABARAPL1	AC091271.1	0.363340631162941	6.09025031680503e-06
GABARAPL2	AC091271.1	0.429678845722453	5.60553141986128e-08
IKBKB	AC091271.1	0.341385933516855	2.32045865867634e-05
ITGA3	AC091271.1	-0.310409948540324	0.000130056908565426
KLHL24	AC091271.1	0.519944243834439	1.48956863094586e-11
MAP1LC3B	AC091271.1	0.317630971936388	8.84725210346226e-05
NBR1	AC091271.1	0.302636497979212	0.000194770204615465
NFE2L2	AC091271.1	0.387544873808466	1.23769359005647e-06
ST13	AC091271.1	0.328799542952247	4.78079940467003e-05
ATF4	AC036176.1	0.406649517397412	3.20636317896571e-07
ATG10	AC036176.1	0.499588384557751	1.18203614010196e-10
ATG4B	AC036176.1	0.406175132706211	3.3191474961169e-07
ATG4C	AC036176.1	0.323535590175767	6.40897125830163e-05
ATG4D	AC036176.1	0.579307964118462	1.50725598501398e-14
ATG7	AC036176.1	0.469558779265766	1.9778130414744e-09
BAX	AC036176.1	0.368311712576425	4.43628284352165e-06
BCL2	AC036176.1	0.622063374705147	4.12005742130368e-17
BCL2L1	AC036176.1	0.325388414393178	5.78430478916614e-05
BNIP1	AC036176.1	0.338375238041095	2.76635993629097e-05
CAPN10	AC036176.1	0.327311150841172	5.19670749043545e-05
CAPNS1	AC036176.1	0.463161378095008	3.48265717783034e-09
CASP3	AC036176.1	0.385949443071944	1.38024535461852e-06
CASP4	AC036176.1	-0.336272832455382	3.12426689935207e-05
CDKN1B	AC036176.1	0.562413542685023	1.23487287561732e-13
CDKN2A	AC036176.1	0.658660414569935	1.22045248913426e-19
CFLAR	AC036176.1	0.355942051693864	9.66601384564905e-06
CHMP4B	AC036176.1	0.377020491437551	2.51397028137096e-06
CXCR4	AC036176.1	0.543244900329211	1.16759116486837e-12
FAS	AC036176.1	0.490141263362664	2.95390991246673e-10
GAA	AC036176.1	0.394299252826497	7.75186345785687e-07
GABARAP	AC036176.1	0.309823818878828	0.000134130714116743
HDAC6	AC036176.1	0.457445161712182	5.71789036163785e-09
HIF1A	AC036176.1	-0.317501923847263	8.90915055271635e-05
IKBKB	AC036176.1	0.309631286565929	0.000135494630722565
IKBKE	AC036176.1	0.522171709045209	1.17750209094816e-11
MAP1LC3A	AC036176.1	0.675475690338753	6.3516047448906e-21
MAPK8	AC036176.1	0.43867280352456	2.73622739419108e-08
MTMR14	AC036176.1	0.479536070314755	7.99316120795772e-10
NKX2-3	AC036176.1	0.820234909116472	5.37677049019261e-37
PARP1	AC036176.1	0.430343232765087	5.32006367788295e-08
PIK3C3	AC036176.1	0.424773966780161	8.21676485205381e-08
PRKAB1	AC036176.1	0.547866579655429	6.88183160018194e-13
PTK6	AC036176.1	-0.313561730156468	0.000110059105570552
RAC1	AC036176.1	0.429196467719461	5.8219381406858e-08
RAF1	AC036176.1	0.400689933153419	4.9311809547668e-07
SIRT1	AC036176.1	0.333042181424783	3.76011718664561e-05
SQSTM1	AC036176.1	0.472215634953003	1.55825901491259e-09
STK11	AC036176.1	0.387922749406874	1.20604491902607e-06
TP53	AC036176.1	0.452136315665385	8.98878359278176e-09
TP73	AC036176.1	0.553884884818792	3.41520472641272e-13
TSC2	AC036176.1	0.589234767392282	4.13527852110671e-15
TUSC1	AC036176.1	0.324387004993213	6.11446212186961e-05
ATF4	AL031673.1	0.300181776549325	0.00022074964327358
ATG10	AL031673.1	0.371041636019847	3.71935625305004e-06
ATG16L2	AL031673.1	0.424297814672392	8.52479597433812e-08
ATG4B	AL031673.1	0.343349565996259	2.06709719134908e-05
ATG4D	AL031673.1	0.336838545010094	3.02390205426179e-05
CAPN10	AL031673.1	0.331102697299311	4.19827648327027e-05
CDKN1B	AL031673.1	0.440137144991363	2.42985627254236e-08
CHMP4B	AL031673.1	0.421622032396121	1.04723949320935e-07
CLN3	AL031673.1	0.392790783781777	8.61351974444044e-07
HDAC6	AL031673.1	0.332748805691336	3.8235168234024e-05
HSPA8	AL031673.1	-0.352404789701075	1.2006214926463e-05
IKBKB	AL031673.1	0.312423450809811	0.000116924596948178
ITGB1	AL031673.1	-0.321290283436476	7.25061140950007e-05
PRKAB1	AL031673.1	0.382129090794852	1.78778255999799e-06
RAC1	AL031673.1	0.461729028688894	3.94673848633094e-09
RHEB	AL031673.1	0.316604010127469	9.35117671279076e-05
TSC1	AL031673.1	0.321200212295896	7.28644153183355e-05
WDR45	AL031673.1	0.306337845815508	0.000160922958123208
BECN1	MIR3945HG	-0.350332013318179	1.36163229326622e-05
CLN3	MIR3945HG	0.396033564089696	6.86274296496366e-07
NBR1	MIR3945HG	-0.325198636592686	5.84556091668575e-05
PIK3R4	MIR3945HG	-0.322466073059932	6.79776032162845e-05
ST13	MIR3945HG	-0.318427648481816	8.47393740287976e-05
ATG12	TNFRSF10A-AS1	0.330626699793071	4.31291006012798e-05
ATG16L1	TNFRSF10A-AS1	0.335995900182912	3.17453247313205e-05
BCL2	TNFRSF10A-AS1	0.360366463653477	7.34311300186105e-06
BIRC6	TNFRSF10A-AS1	0.310613095562101	0.000128672101857155
BNIP3L	TNFRSF10A-AS1	0.359701409063073	7.65484918152148e-06
CASP3	TNFRSF10A-AS1	0.41338220592091	1.95168768569225e-07
CD46	TNFRSF10A-AS1	0.396505467175002	6.63818460228783e-07
CFLAR	TNFRSF10A-AS1	0.328540206892371	4.85094442898034e-05
ERBB2	TNFRSF10A-AS1	0.357584494505652	8.73259140060622e-06
FAS	TNFRSF10A-AS1	0.34216209757284	2.21700411842316e-05
GAPDH	TNFRSF10A-AS1	0.36289977130314	6.26223471518347e-06
IKBKB	TNFRSF10A-AS1	0.323919135465869	6.27469339769885e-05
IKBKE	TNFRSF10A-AS1	0.406407705102094	3.26338828411716e-07
MAPK8	TNFRSF10A-AS1	0.427506851458614	6.64488809679043e-08
MAPK9	TNFRSF10A-AS1	0.350139794525405	1.37755425412612e-05
NAF1	TNFRSF10A-AS1	0.457560600960909	5.66143298443872e-09
NFKB1	TNFRSF10A-AS1	0.420374821759556	1.15195298704718e-07
PARP1	TNFRSF10A-AS1	0.366090288346909	5.11444591080399e-06
RB1	TNFRSF10A-AS1	0.35529605197722	1.00583668799423e-05
TBK1	TNFRSF10A-AS1	0.335991667191425	3.17530666451771e-05
VEGFA	TNFRSF10A-AS1	0.333513931025797	3.66023697477811e-05
APOL1	TTLL11-IT1	0.303581011510197	0.00018555441224849
BAK1	TTLL11-IT1	0.393567024369109	8.15931895486126e-07
BNIP3	TTLL11-IT1	0.35589739070294	9.69266667102639e-06
CASP4	TTLL11-IT1	0.302568245514546	0.000195452379052952
EIF2S1	TTLL11-IT1	0.4103477200162	2.44438265903066e-07
ERBB2	TTLL11-IT1	-0.38886745582521	1.13025777986991e-06
SAR1A	TTLL11-IT1	0.361392381513696	6.88568170907399e-06
ATF4	PITPNA-AS1	0.377048052472668	2.50938983809767e-06
ATG10	PITPNA-AS1	0.394055000249987	7.88557466535155e-07
ATG12	PITPNA-AS1	0.352987165477752	1.15872711669059e-05
ATG2A	PITPNA-AS1	-0.316085157018994	9.61585652989631e-05
ATG3	PITPNA-AS1	0.382060362580712	1.79606923008228e-06
ATG4C	PITPNA-AS1	0.306843237426268	0.000156751804782796
ATG5	PITPNA-AS1	0.50493350259859	6.95244970217523e-11
BAX	PITPNA-AS1	0.324724110853426	6.00139840607145e-05
BID	PITPNA-AS1	0.510477360688641	3.9702772037956e-11
BIRC5	PITPNA-AS1	0.473086831879462	1.4404340756293e-09
BNIP1	PITPNA-AS1	0.508330225351319	4.93829270351081e-11
BNIP3L	PITPNA-AS1	0.342207602907872	2.21107559863972e-05
CASP3	PITPNA-AS1	0.305973001107328	0.000163998120155355
CD46	PITPNA-AS1	0.339947395068396	2.52432744945549e-05
DDIT3	PITPNA-AS1	0.352221124563546	1.2141278055464e-05
EIF2AK2	PITPNA-AS1	-0.305423853545739	0.00016873001015706
EIF4EBP1	PITPNA-AS1	0.343757908186563	2.01779285468225e-05
EIF4G1	PITPNA-AS1	-0.351757685449273	1.24884868519826e-05
FKBP1B	PITPNA-AS1	0.368114279889595	4.49291868465127e-06
GABARAP	PITPNA-AS1	0.415221727987871	1.70089426555902e-07
GABARAPL2	PITPNA-AS1	0.56634045544606	7.65461994143793e-14
MTOR	PITPNA-AS1	-0.346579380776008	1.70621465096831e-05
PELP1	PITPNA-AS1	0.34404697126997	1.98356275857065e-05
PINK1	PITPNA-AS1	-0.408164418487762	2.87019763423264e-07
RAC1	PITPNA-AS1	0.324016987740909	6.2408601003716e-05
RHEB	PITPNA-AS1	0.509266376799812	4.49101333648755e-11
SESN2	PITPNA-AS1	-0.327199175705107	5.22933173251873e-05
ST13	PITPNA-AS1	0.384674161822772	1.50529141933036e-06
ZFYVE1	PITPNA-AS1	-0.314539108925854	0.000104466299352935
ARNT	AC005034.3	0.325958824678952	5.60379070727421e-05
BIRC6	AC005034.3	0.45384565081765	7.77694817235434e-09
CDKN1B	AC005034.3	0.319430755241992	8.02483178433103e-05
EEF2K	AC005034.3	0.406023513832474	3.3559868960948e-07
EIF2AK3	AC005034.3	0.389620032940926	1.07315151194749e-06
ERBB2	AC005034.3	0.337819118626639	2.85708218953341e-05
FOXO3	AC005034.3	0.329659512991793	4.55494514544545e-05
MAPK8	AC005034.3	0.300393562721072	0.000218387310942466
PARP1	AC005034.3	0.324176967899147	6.1859134002528e-05
PIK3R4	AC005034.3	0.439910738110323	2.47497128763897e-08
PRKAR1A	AC005034.3	0.306255807458903	0.000161609717407488
RAF1	AC005034.3	0.329031894139717	4.71876254459334e-05
RB1	AC005034.3	0.304307862608351	0.000178740367801049
SIRT1	AC005034.3	0.347279677823401	1.63623273210205e-05
TBK1	AC005034.3	0.3163498997798	9.47994223044545e-05
TSC1	AC005034.3	0.36751567437609	4.66885477787573e-06
ATF4	SNHG17	0.405682431123439	3.44029389928465e-07
ATG4B	SNHG17	0.311872882340276	0.000120386859884524
ATIC	SNHG17	0.38149130812305	1.86609807698502e-06
BAX	SNHG17	0.312005742877766	0.00011954271476518
BIRC5	SNHG17	0.315955115145317	9.68328255353191e-05
BNIP1	SNHG17	0.347495399358733	1.61522663637896e-05
CHMP4B	SNHG17	0.408557260055937	2.78868559629223e-07
CLN3	SNHG17	0.324100061647684	6.21227076635225e-05
DDIT3	SNHG17	0.352123326516122	1.22137806577819e-05
HSP90AB1	SNHG17	0.367082899222724	4.80009773846469e-06
MLST8	SNHG17	0.419761881914258	1.20701864148369e-07
PELP1	SNHG17	0.320223258633139	7.68586596161345e-05
PRKAR1A	SNHG17	-0.300359383201393	0.000218766964240381
RAC1	SNHG17	0.311698992136772	0.000121500096136786
BID	AL033397.1	0.32768886538818	5.08806169582185e-05
NAMPT	AL033397.1	0.676570318239712	5.20452094469017e-21
NFE2L2	AL033397.1	0.427020558016061	6.90169687170373e-08
TP63	AL033397.1	0.327983488170954	5.0047992304525e-05
ATG16L2	NEAT1	0.648092755757462	7.11370090734149e-19
ATG9B	NEAT1	0.460302270749855	4.46792310340381e-09
CAPN10	NEAT1	0.314152198522465	0.000106647783258511
RAB11A	NEAT1	0.343089961405465	2.09903038245688e-05
RAB24	NEAT1	0.557581006301309	2.20545040421658e-13
ULK3	NEAT1	0.496316801899107	1.62837727681083e-10
CANX	AP003068.2	-0.306392566089478	0.000160466395752059
CAPN1	AP003068.2	0.37491522064997	2.88831369741186e-06
ATF4	SREBF2-AS1	0.58527153091311	6.96699423266627e-15
ATG10	SREBF2-AS1	0.362091540617597	6.58954287225366e-06
ATG4B	SREBF2-AS1	0.5544491299587	3.19576598009757e-13
ATG4D	SREBF2-AS1	0.601855492548556	7.48347065489377e-16
BAX	SREBF2-AS1	0.431954578770827	4.68446047128411e-08
BCL2	SREBF2-AS1	0.385053402134139	1.46702194660728e-06
CAPN10	SREBF2-AS1	0.486568422175515	4.14665282596471e-10
CAPNS1	SREBF2-AS1	0.301762659984007	0.000203673739354256
CASP3	SREBF2-AS1	0.322362551204515	6.83654221463577e-05
CASP4	SREBF2-AS1	-0.378176235449644	2.32855243844152e-06
CDKN1A	SREBF2-AS1	-0.317614644543121	8.85506132945649e-05
CDKN1B	SREBF2-AS1	0.385298700650035	1.44276363072742e-06
CDKN2A	SREBF2-AS1	0.3944037474358	7.69532247342839e-07
CFLAR	SREBF2-AS1	0.306856011378653	0.000156647693972916
CXCR4	SREBF2-AS1	0.38268885590792	1.72163164100166e-06
DAPK2	SREBF2-AS1	0.312625815440752	0.000115675544200466
DDIT3	SREBF2-AS1	0.380962012389437	1.9335580569521e-06
GNAI3	SREBF2-AS1	-0.30323214683665	0.000188910051059737
HDAC1	SREBF2-AS1	0.35387736011168	1.09734812343545e-05
HDAC6	SREBF2-AS1	0.406053945735272	3.34856155592831e-07
HIF1A	SREBF2-AS1	-0.326200142259446	5.52902359050308e-05
IKBKE	SREBF2-AS1	0.439998838131755	2.45732122814187e-08
ITGA3	SREBF2-AS1	-0.320014109461464	7.77399689196782e-05
MAP1LC3A	SREBF2-AS1	0.40433848396881	3.79259349606016e-07
MAPK8	SREBF2-AS1	0.34292191310931	2.1199486813084e-05
MAPK8IP1	SREBF2-AS1	0.318507453095226	8.43736475400451e-05
MTMR14	SREBF2-AS1	0.338927710445931	2.678921602858e-05
NKX2-3	SREBF2-AS1	0.558840312251914	1.89781143039255e-13
PARP1	SREBF2-AS1	0.468875167284128	2.1022521874626e-09
PELP1	SREBF2-AS1	0.371639902925584	3.57765217681553e-06
PRKAB1	SREBF2-AS1	0.420292638520776	1.15919404395853e-07
RAB24	SREBF2-AS1	0.312591643312609	0.000115885586790119
RAC1	SREBF2-AS1	0.304747338218862	0.000174734107102506
SQSTM1	SREBF2-AS1	0.388597339620151	1.15145126603918e-06
STK11	SREBF2-AS1	0.363506316944793	6.02677843814967e-06
TP53	SREBF2-AS1	0.351859645689603	1.24113031395806e-05
TP73	SREBF2-AS1	0.49854127525866	1.31014490835544e-10
TSC2	SREBF2-AS1	0.451341846674734	9.6120133798679e-09
WDR45	SREBF2-AS1	0.326529833372089	5.42838649186071e-05
EIF2S1	TPRG1-AS1	0.329587635680839	4.57343184230815e-05
NCKAP1	TPRG1-AS1	0.35169639748867	1.25350995887057e-05
RAB1A	TPRG1-AS1	0.377766187393671	2.39279775439725e-06
BAX	AL391988.1	0.306774452369114	0.000157313528343311
SPHK1	AL391988.1	0.408427274117886	2.8154087665704e-07
ATG16L2	AL512791.1	0.523599878099574	1.01183153073097e-11
ATG2B	AL512791.1	0.380481155955614	1.99684860467614e-06
ATG9B	AL512791.1	0.539339972192416	1.81367062218507e-12
CAPNS1	AL512791.1	-0.383612535749235	1.61753653333356e-06
CTSD	AL512791.1	-0.321355774806909	7.22466269041377e-05
PTK6	AL512791.1	0.31129386262823	0.000124131075757318
RAB24	AL512791.1	0.43945752418373	2.56770980619409e-08
ULK3	AL512791.1	0.37024612763178	3.91604011822902e-06
BID	LINC01637	0.307305177347917	0.000153027565107668
CAPNS1	LINC01637	0.303612386700098	0.000185255355980145
SERPINA1	LINC01637	0.39304916507234	8.45972295684603e-07
ARSB	IPO5P1	0.320225875140122	7.68476936637392e-05
ATG10	IPO5P1	0.327536544240839	5.13161647457081e-05
ATG12	IPO5P1	0.340355134920634	2.46489291238563e-05
ATG4C	IPO5P1	0.374981878316449	2.8756900741228e-06
ATG4D	IPO5P1	0.384623248383193	1.5105008778143e-06
ATG7	IPO5P1	0.398330810495389	5.83379926514778e-07
BCL2	IPO5P1	0.675151881588566	6.73598683775505e-21
BNIP1	IPO5P1	0.300711009430833	0.000214890360470241
BNIP3L	IPO5P1	0.34194417919275	2.24560303781124e-05
CAMKK2	IPO5P1	0.367826388193988	4.57673351385928e-06
CASP3	IPO5P1	0.488679169182892	3.39532529799674e-10
CD46	IPO5P1	0.430261299608627	5.35449917961757e-08
CDKN1B	IPO5P1	0.406160835503508	3.3226047763535e-07
CFLAR	IPO5P1	0.333091416627514	3.74957453140891e-05
CHMP2B	IPO5P1	0.320507746792432	7.56748870830242e-05
CXCR4	IPO5P1	0.539636520352494	1.75436290679674e-12
DRAM1	IPO5P1	0.36092408529353	7.09103237386547e-06
EEF2K	IPO5P1	0.338901878888675	2.68295125880304e-05
EIF2AK3	IPO5P1	0.46758360836524	2.35826245974332e-09
ERBB2	IPO5P1	0.306371269671922	0.000160643940319824
FAS	IPO5P1	0.506324575666285	6.04637064132373e-11
GAPDH	IPO5P1	0.357536701380346	8.75850486611544e-06
HDAC1	IPO5P1	0.308952303319538	0.000140408499859199
HDAC6	IPO5P1	0.438160575332369	2.85190196765756e-08
IKBKE	IPO5P1	0.5903625567083	3.56019555008702e-15
ITPR1	IPO5P1	0.359982344652447	7.52166664480965e-06
KLHL24	IPO5P1	0.308976912275088	0.000140227539090985
MAP1LC3A	IPO5P1	0.463775792673927	3.3001203183561e-09
MAPK8	IPO5P1	0.680601803064165	2.48060613470774e-21
MAPK8IP1	IPO5P1	0.368065404735528	4.50704455940923e-06
MBTPS2	IPO5P1	0.326647073588663	5.39301513701633e-05
MTMR14	IPO5P1	0.337291210036796	2.94578544875326e-05
NAF1	IPO5P1	0.332378208850483	3.90503996288113e-05
NBR1	IPO5P1	0.354200038276443	1.07586796111568e-05
NFKB1	IPO5P1	0.310535228337077	0.000129201271560669
NKX2-3	IPO5P1	0.410400510096522	2.4348754064602e-07
PARP1	IPO5P1	0.491535462954868	2.58496985237391e-10
PIK3C3	IPO5P1	0.437837119341036	2.92734985361072e-08
PRKAB1	IPO5P1	0.481239180044449	6.82783256362193e-10
PTK6	IPO5P1	-0.325150284506045	5.8612648056296e-05
RAB33B	IPO5P1	0.483949270042872	5.30404335133696e-10
RAC1	IPO5P1	0.347763191092423	1.58950395532819e-05
RAF1	IPO5P1	0.403112285363542	4.14386669135669e-07
SIRT1	IPO5P1	0.507281875177013	5.49038394416626e-11
SQSTM1	IPO5P1	0.365097562963785	5.44827370175714e-06
TP53	IPO5P1	0.407258419432985	3.0669555044926e-07
TP73	IPO5P1	0.460915161809947	4.23639284533716e-09
TSC2	IPO5P1	0.505492151116954	6.5738033521264e-11
UVRAG	IPO5P1	0.495741780339286	1.72209161786006e-10
ATG16L2	AC083799.1	0.340152358100353	2.49428422751066e-05
ATG3	AC083799.1	0.464529149074274	3.08886129007256e-09
CDKN2A	AC083799.1	0.305866484616905	0.000164906179762324
CHMP4B	AC083799.1	0.382644600128859	1.72677568861016e-06
EIF4EBP1	AC083799.1	0.306792254648205	0.000157167968985383
RAB7A	AC083799.1	0.55604745347206	2.64594421126459e-13
ATF4	AL359921.2	0.490561457561314	2.83766913069303e-10
ATG10	AL359921.2	0.322485641004895	6.79045286472643e-05
ATG4B	AL359921.2	0.426769043474699	7.03822596445174e-08
ATG4D	AL359921.2	0.367119828495653	4.788763566758e-06
BAX	AL359921.2	0.499765972946024	1.16154653098082e-10
CAPN10	AL359921.2	0.455217854634961	6.91943675675799e-09
CLN3	AL359921.2	0.487219472738226	3.89926322984185e-10
DDIT3	AL359921.2	0.340101845115143	2.50165694526339e-05
HIF1A	AL359921.2	-0.350828610694257	1.3212981611766e-05
ITGB1	AL359921.2	-0.343183297629424	2.08749623615913e-05
KIF5B	AL359921.2	-0.301072260674703	0.00021097419274714
MAP2K7	AL359921.2	0.364516539402612	5.65312562268249e-06
MAPK1	AL359921.2	-0.314626793938003	0.000103977739027111
MLST8	AL359921.2	0.319317601190845	8.07435498000671e-05
PARP1	AL359921.2	0.315663619835631	9.83602945637346e-05
PELP1	AL359921.2	0.390009864181384	1.04466174066553e-06
PEX14	AL359921.2	0.378357569484353	2.30066716950137e-06
RAB1A	AL359921.2	-0.312962326459723	0.000113626035413327
STK11	AL359921.2	0.422714551927211	9.63059383070902e-08
TUSC1	AL359921.2	0.324164743139741	6.19009606369448e-05
ITGA6	AC004847.1	0.346254762284428	1.7396031053338e-05
RPTOR	AC004847.1	0.376853707872671	2.54185838476121e-06
TP63	AC004847.1	0.310185100253185	0.000131605845834323
BID	AC087612.1	0.382008029327711	1.80240361326803e-06
EIF4EBP1	AC087612.1	0.383408402293187	1.64001287144412e-06
FKBP1B	AC087612.1	0.309425684113917	0.000136965406526634
ATG7	AC114956.2	-0.315653928745891	9.84114615386338e-05
WIPI2	AC114956.2	0.376164653992321	2.66022150453879e-06
ARSB	LOXL1-AS1	0.310315352589859	0.000130706478924189
BNIP3L	LOXL1-AS1	0.409344103244801	2.63202450212559e-07
CASP1	LOXL1-AS1	-0.32346630085282	6.43351441842947e-05
CASP3	LOXL1-AS1	0.330608182462303	4.31742838419505e-05
CASP4	LOXL1-AS1	-0.404454523427003	3.76086561882414e-07
CD46	LOXL1-AS1	0.305324276015807	0.000169601543855994
CDKN1B	LOXL1-AS1	0.372114850496187	3.46882025198796e-06
CDKN2A	LOXL1-AS1	0.314762967161475	0.000103223241965919
CX3CL1	LOXL1-AS1	0.316823533903564	9.24125508877143e-05
DDIT3	LOXL1-AS1	0.37869089283513	2.25023486252595e-06
EIF2AK3	LOXL1-AS1	0.386951893443601	1.28895702506867e-06
GABARAPL1	LOXL1-AS1	0.387025271609546	1.28250559245898e-06
KLHL24	LOXL1-AS1	0.349636426996465	1.42008616592318e-05
MAPK8	LOXL1-AS1	0.323615702908612	6.38070363314472e-05
MAPK8IP1	LOXL1-AS1	0.433742929291907	4.06438511676821e-08
NFE2L2	LOXL1-AS1	0.315142762152996	0.000101145836328859
NKX2-3	LOXL1-AS1	0.326603958082272	5.40599788128024e-05
